dayofweek,bookinghour,item_status,Location,TotalBookings
Tuesday,9,CANCELLED_BY_PASSENGER,3.130114101.7655131,1
Tuesday,5,CANCELLED_BY_PASSENGER,3.1077281101.5940908,1
Tuesday,18,NO_TAKER,3.0658875101.6095502,1
Friday,21,CANCELLED_BY_PASSENGER,2.9251465101.6374883,1
Friday,13,NO_TAKER,3.2181236101.4598737,1
Friday,18,CANCELLED_BY_PASSENGER,3.0952768101.4810291,2
Friday,16,CANCELLED_BY_PASSENGER,3.065637101.490972,1
Friday,14,NO_TAKER,2.9594558101.5764508,1
Friday,9,CANCELLED_BY_PASSENGER,3.060872101.6405984,1
Friday,6,CANCELLED_BY_PASSENGER,3.1961931101.7735954,1
Friday,7,CANCELLED_BY_PASSENGER,3.1361842101.7474873,1
Friday,15,CANCELLED_BY_PASSENGER,2.985479101.416064,1
Friday,18,CANCELLED_BY_PASSENGER,2.8067372101.7244918,1
Friday,22,CANCELLED_BY_PASSENGER,2.7444391439606992101.68549936880468,1
Friday,12,NO_TAKER,3.1051194101.6001777,1
Friday,6,CANCELLED_BY_PASSENGER,2.9225716101.6391351,1
Friday,23,CANCELLED_BY_PASSENGER,3.1294966709346137101.73893183469772,1
Friday,10,CANCELLED_BY_DRIVER,2.9257158101.6439649,1
Friday,8,CANCELLED_BY_PASSENGER,2.9307099101.6365217,1
Friday,17,CANCELLED_BY_PASSENGER,2.9299863101.6420736,1
Friday,8,NO_TAKER,3.04824945301699101.621842698671,1
Friday,18,CANCELLED_BY_PASSENGER,3.1280642101.7635056,1
Friday,23,NO_TAKER,3.0285659101.7074588,1
Friday,19,CANCELLED_BY_PASSENGER,3.03467517984258101.587952380706,1
Friday,19,NO_TAKER,3.071778101.6059151,1
Friday,18,NO_TAKER,2.9733121101.6068482,1
Friday,14,CANCELLED_BY_PASSENGER,3.430474101.5692486,1
Friday,17,CANCELLED_BY_PASSENGER,2.9307300000000009101.6375054,1
Friday,17,CANCELLED_BY_PASSENGER,3.1526302101.5998692,1
Friday,13,NO_TAKER,2.922344101.6340928,1
Friday,7,NO_TAKER,3.0756575101.5513795,1
Friday,9,CANCELLED_BY_PASSENGER,2.9820253101.8025099,1
Friday,7,CANCELLED_BY_PASSENGER,3.0779396101.5864466,1
Friday,17,CANCELLED_BY_PASSENGER,2.9669233101.7215203,1
Friday,7,CANCELLED_BY_DRIVER,3.0814991101.6255089,1
Friday,12,CANCELLED_BY_PASSENGER,2.99595562616187101.575434031545,1
Friday,23,CANCELLED_BY_PASSENGER,3.035062101.588348,1
Friday,15,NO_DRIVER_AVAILABLE,3.2060695101.5808489,1
Friday,21,NO_TAKER,3.0382511101.6487011,1
Friday,22,CANCELLED_BY_PASSENGER,3.2287145101.6518207,1
Friday,23,CANCELLED_BY_PASSENGER,3.23103150690078101.724214503472,1
Friday,21,CANCELLED_BY_PASSENGER,3.2341599101.6712976,1
Friday,15,CANCELLED_BY_PASSENGER,3.1986314625244661101.60809451065964,1
Friday,16,NO_TAKER,3.1485127101.5437692,1
Friday,21,CANCELLED_BY_PASSENGER,3.150461101.600329,1
Friday,13,NO_TAKER,3.0464082101.7394555,1
Friday,22,NO_TAKER,3.2364153101.6780625,1
Friday,18,CANCELLED_BY_PASSENGER,3.0814492101.6156924,1
Friday,14,CANCELLED_BY_PASSENGER,3.2078512101.5848986,1
Friday,22,NO_TAKER,3.078747101.589628,1
Friday,20,CANCELLED_BY_PASSENGER,3.1622027101.5408632,1
Friday,17,CANCELLED_BY_PASSENGER,3.0310757101.6828836,1
Friday,15,CANCELLED_BY_PASSENGER,2.9313779101.6292211,1
Friday,16,CANCELLED_BY_PASSENGER,2.9956139101.6756062,1
Friday,6,CANCELLED_BY_PASSENGER,2.9252871101.6377967,1
Friday,6,NO_DRIVER_AVAILABLE,2.8821301101.778098,1
Friday,18,CANCELLED_BY_PASSENGER,3.3208268101.5792619,1
Friday,0,NO_DRIVER_AVAILABLE,3.3159664101.4696307,1
Friday,12,CANCELLED_BY_PASSENGER,3.0674266101.6482363,1
Friday,15,CANCELLED_BY_PASSENGER,3.0655625101.6479051,1
Friday,12,NO_TAKER,3.0068201101.6240281,1
Friday,15,NO_TAKER,2.9939538101.4543025,1
Friday,4,CANCELLED_BY_PASSENGER,3.1657215101.4299631,1
Friday,15,CANCELLED_BY_PASSENGER,2.7444391439606992101.68549936880468,1
Friday,16,CANCELLED_BY_PASSENGER,2.9198491101.6334566,1
Friday,16,CANCELLED_BY_PASSENGER,2.9242101.6342697,1
Friday,22,CANCELLED_BY_PASSENGER,2.9187441101.6372024,1
Friday,8,CANCELLED_BY_PASSENGER,2.9245753101.6361409,1
Friday,7,CANCELLED_BY_PASSENGER,3.0453238101.5243301,1
Friday,19,NO_TAKER,3.0797066101.6373294,1
Friday,19,NO_TAKER,2.9233323101.6346013,3
Friday,20,NO_TAKER,3.0749875101.6118185,1
Friday,19,CANCELLED_BY_PASSENGER,2.9221256101.6351008,1
Friday,20,CANCELLED_BY_PASSENGER,3.0749875101.6118185,1
Friday,6,CANCELLED_BY_PASSENGER,3.0605339101.7877899,1
Friday,21,CANCELLED_BY_PASSENGER,3.02670259230887101.771040540021,2
Friday,15,CANCELLED_BY_PASSENGER,3.0000336101.7546036,1
Friday,19,CANCELLED_BY_PASSENGER,3.04603764374016101.618788839851,2
Friday,21,CANCELLED_BY_PASSENGER,3.114182101.591352,1
Friday,7,CANCELLED_BY_PASSENGER,3.1235211101.4402702,1
Friday,9,CANCELLED_BY_PASSENGER,3.1300407101.7502343,1
Friday,18,NO_TAKER,3.0635611222777066101.61597803235054,1
Friday,18,CANCELLED_BY_PASSENGER,3.1344646101.7775601,1
Friday,19,CANCELLED_BY_PASSENGER,3.048722101.5838509,1
Friday,19,CANCELLED_BY_PASSENGER,2.9960892101.6754603,1
Friday,10,CANCELLED_BY_PASSENGER,3.0652016101.6155506,1
Friday,8,CANCELLED_BY_PASSENGER,3.1075846752102447101.58606469631196,1
Friday,8,CANCELLED_BY_PASSENGER,3.2165076101.6640054,1
Friday,12,NO_TAKER,2.9260031132081852101.6394233597273,1
Friday,18,CANCELLED_BY_PASSENGER,3.0598964101.6169874,1
Friday,7,NO_TAKER,3.1681175101.5497704,1
Friday,22,CANCELLED_BY_PASSENGER,3.0457966101.7740783,1
Friday,9,NO_TAKER,3.0710166101.6231294,1
Friday,8,NO_TAKER,3.16459101.6064698,1
Friday,17,CANCELLED_BY_PASSENGER,3.0649887101.6009426,1
Friday,18,NO_TAKER,2.924249101.6339264,1
Friday,8,CANCELLED_BY_PASSENGER,3.1266293101.572871,1
Friday,9,NO_TAKER,3.072436101.6371216,1
Friday,9,CANCELLED_BY_PASSENGER,2.9743046101.5789692,1
Friday,11,CANCELLED_BY_PASSENGER,2.9318832101.6375963,2
Friday,9,CANCELLED_BY_PASSENGER,2.9196657101.6363814,1
Friday,15,NO_TAKER,2.9237975101.6350733,1
Friday,7,CANCELLED_BY_PASSENGER,2.922214101.6428212,2
Friday,11,CANCELLED_BY_PASSENGER,2.9196657101.6363814,1
Friday,15,NO_TAKER,2.9242562101.635133,1
Friday,11,NO_TAKER,2.9205538101.6359427,1
Friday,11,NO_TAKER,2.9196657101.6363814,1
Friday,9,CANCELLED_BY_PASSENGER,3.1514394015078522101.59173318052464,1
Friday,14,NO_TAKER,2.9220851101.6349829,1
Friday,9,NO_TAKER,3.0788904101.6045125,1
Friday,16,NO_TAKER,3.1540391101.5935021,1
Friday,14,CANCELLED_BY_DRIVER,2.9099799101.6391359,1
Friday,9,CANCELLED_BY_PASSENGER,3.1300026101.7474443,1
Friday,12,CANCELLED_BY_PASSENGER,2.9221256101.6351008,1
Friday,10,CANCELLED_BY_PASSENGER,2.9186551101.6410821,1
Friday,9,NO_TAKER,2.9263859101.6359856,2
Friday,14,CANCELLED_BY_PASSENGER,3.1473057101.5283466,1
Friday,17,CANCELLED_BY_PASSENGER,2.9265157101.6424685,1
Friday,14,NO_TAKER,2.9307099101.6365217,1
Friday,17,NO_TAKER,2.9292850174121559101.62975766427076,1
Saturday,9,CANCELLED_BY_DRIVER,3.0650692101.6154943,1
Saturday,7,CANCELLED_BY_DRIVER,3.041173101.8063354,1
Saturday,13,CANCELLED_BY_PASSENGER,3.0927126101.6216493,1
Saturday,15,CANCELLED_BY_PASSENGER,3.22421101.65268,1
Saturday,14,CANCELLED_BY_PASSENGER,2.9252701101.6369127,1
Saturday,12,CANCELLED_BY_PASSENGER,3.1665684101.5494295,1
Saturday,11,CANCELLED_BY_PASSENGER,3.0315909101.7610604,1
Saturday,14,CANCELLED_BY_PASSENGER,3.0786699101.6129548,1
Saturday,9,CANCELLED_BY_PASSENGER,3.0925034101.5595572,1
Saturday,8,CANCELLED_BY_PASSENGER,3.17008429289376101.564436015226,1
Saturday,15,CANCELLED_BY_PASSENGER,3.1512055101.5982135,1
Saturday,10,CANCELLED_BY_PASSENGER,3.1758762101.6172826,1
Saturday,20,CANCELLED_BY_PASSENGER,3.1337682101.7861986,1
Saturday,16,CANCELLED_BY_PASSENGER,3.2380488101.6692001,1
Saturday,11,CANCELLED_BY_PASSENGER,3.1149139101.7602819,1
Saturday,17,CANCELLED_BY_PASSENGER,3.0616023101.6110234,1
Saturday,16,CANCELLED_BY_PASSENGER,2.9937461101.4470505,1
Saturday,15,CANCELLED_BY_PASSENGER,3.2332749101.6751298,1
Saturday,1,CANCELLED_BY_PASSENGER,3.1333608451985779101.55375788193216,1
Saturday,11,CANCELLED_BY_PASSENGER,3.1618552101.747853,1
Saturday,12,CANCELLED_BY_PASSENGER,3.2423061101.6462759,1
Saturday,1,CANCELLED_BY_PASSENGER,2.959066101.7084853,1
Saturday,1,CANCELLED_BY_PASSENGER,3.1143359101.5783259,1
Saturday,14,CANCELLED_BY_PASSENGER,3.0297170019132977101.58206854053118,1
Saturday,16,CANCELLED_BY_PASSENGER,3.0463104101.6004638,1
Saturday,20,CANCELLED_BY_PASSENGER,3.14897101.754161,1
Saturday,19,CANCELLED_BY_PASSENGER,3.10482038892568101.59544254475496,1
Saturday,9,CANCELLED_BY_PASSENGER,3.1349876101.7654473,1
Saturday,10,CANCELLED_BY_PASSENGER,3.0537446101.6227432,1
Saturday,21,CANCELLED_BY_PASSENGER,2.9233806101.6333467,1
Saturday,15,CANCELLED_BY_PASSENGER,2.8848908101.7879063,1
Saturday,12,CANCELLED_BY_PASSENGER,3.0667042101.7585942,1
Saturday,14,CANCELLED_BY_PASSENGER,3.1383159101.7530802,1
Saturday,8,CANCELLED_BY_PASSENGER,2.9856922101.8025274,1
Saturday,14,CANCELLED_BY_PASSENGER,3.1580075101.7513617,1
Saturday,11,CANCELLED_BY_PASSENGER,3.0301371101.7837359,1
Saturday,6,CANCELLED_BY_PASSENGER,2.9782482101.7154253,1
Saturday,18,CANCELLED_BY_PASSENGER,2.9928182635945912101.78608782032516,1
Saturday,2,NO_DRIVER_AVAILABLE,2.7552533640750685101.70433278405888,1
Saturday,11,NO_TAKER,3.0220765101.6241238,1
Saturday,14,NO_TAKER,3.063604101.6100375,1
Saturday,18,NO_TAKER,3.1551464101.5953681,1
Saturday,19,NO_TAKER,2.9947659101.6746664,1
Saturday,20,NO_TAKER,2.8625098101.6767331,1
Saturday,15,NO_TAKER,3.2048764101.7574056,1
Saturday,19,NO_TAKER,3.02148604974352101.709125592384,1
Saturday,22,NO_TAKER,3.1307779101.7545741,1
Saturday,23,NO_TAKER,2.9831275101.7905852,1
Saturday,11,NO_TAKER,3.1618552101.747853,1
Saturday,14,NO_TAKER,3.0441872101.6209173,1
Saturday,9,NO_TAKER,3.0677488101.6176393,1
Saturday,0,NO_TAKER,3.1761043005623995101.57282784175683,1
Saturday,21,NO_TAKER,3.1331773101.5541117,1
Saturday,19,NO_TAKER,3.1700801101.6063093,1
Saturday,12,NO_TAKER,3.1435641101.7423693,1
Saturday,19,NO_TAKER,2.9014226101.764709,1
Saturday,5,NO_TAKER,2.9018219101.7648962,1
Saturday,16,NO_TAKER,3.071444101.497787,1
Saturday,15,NO_TAKER,3.1325864101.4668292,1
Saturday,22,NO_TAKER,3.2168776101.6337426,1
Saturday,5,NO_TAKER,3.1599866101.586196,1
Saturday,12,NO_TAKER,3.0484911351337036101.77433699369431,1
Saturday,15,NO_TAKER,3.0772362101.5866883,1
Saturday,13,NO_TAKER,3.0769971101.6175951,1
Saturday,10,NO_TAKER,3.0683687101.7636622,1
Saturday,16,NO_TAKER,3.07853101.520698,1
Sunday,18,CANCELLED_BY_PASSENGER,3.235055101.690223,1
Sunday,18,CANCELLED_BY_PASSENGER,3.0013947084072794101.78378900230818,1
Sunday,13,CANCELLED_BY_PASSENGER,3.0652018101.609882,1
Sunday,21,CANCELLED_BY_PASSENGER,3.131191101.552003,1
Sunday,21,CANCELLED_BY_PASSENGER,3.0285941101.719161,1
Sunday,19,CANCELLED_BY_PASSENGER,3.0650928101.6382479,1
Sunday,20,CANCELLED_BY_PASSENGER,3.138732101.7645341,1
Sunday,20,CANCELLED_BY_PASSENGER,3.0469584101.5041661,1
Sunday,14,CANCELLED_BY_PASSENGER,2.7790133101.6777269,1
Sunday,0,CANCELLED_BY_PASSENGER,3.0957363101.4770681,1
Sunday,19,CANCELLED_BY_PASSENGER,3.0080240965809101.605346325012,1
Sunday,20,CANCELLED_BY_PASSENGER,3.13640115448879101.746414442911,1
Sunday,20,CANCELLED_BY_PASSENGER,3.08156257187484101.585104761734,1
Sunday,23,CANCELLED_BY_PASSENGER,2.9225715101.6391545,1
Sunday,19,CANCELLED_BY_PASSENGER,2.92414101.6343536,1
Sunday,8,CANCELLED_BY_PASSENGER,3.113904101.591692,1
Sunday,16,NO_DRIVER_AVAILABLE,3.1333608451985779101.55375788193216,1
Sunday,9,NO_TAKER,2.996961101.4294065,1
Sunday,9,NO_TAKER,3.0395147101.7911948,1
Sunday,20,NO_TAKER,3.04380338304041101.618497084745,2
Sunday,0,NO_TAKER,3.0779424101.6109247,1
Sunday,10,NO_TAKER,3.1732132101.6047154,1
Sunday,6,NO_TAKER,2.9809813101.6606784,1
Sunday,23,NO_TAKER,3.0652488101.78652,1
Sunday,20,NO_TAKER,2.9436091101.5900234,1
Sunday,21,NO_TAKER,3.0752302101.5866111,1
Sunday,1,NO_TAKER,3.0342167101.7637214,1
Sunday,22,NO_TAKER,2.9954676101.4441775,1
Sunday,9,NO_TAKER,2.9247997101.6368912,2
Sunday,19,NO_TAKER,2.933997101.6312613,1
Sunday,15,NO_TAKER,3.228459101.748052,1
Sunday,19,CANCELLED_BY_PASSENGER,3.0787191101.6008912,1
Sunday,6,NO_TAKER,3.0588967101.5398791,1
Sunday,9,CANCELLED_BY_PASSENGER,3.116978101.7449545,1
Sunday,10,CANCELLED_BY_PASSENGER,3.1063614101.5986251,1
Sunday,17,NO_TAKER,3.0414506101.6178227,1
Sunday,18,NO_TAKER,3.0414506101.6178227,1
Sunday,21,CANCELLED_BY_PASSENGER,3.04796930976786101.620735092575,1
Sunday,3,CANCELLED_BY_PASSENGER,3.2067344101.6311539,1
Sunday,18,CANCELLED_BY_PASSENGER,3.0175686101.5074263,1
Sunday,17,CANCELLED_BY_PASSENGER,3.08156257187484101.585104761734,1
Sunday,23,CANCELLED_BY_DRIVER,2.99595562616187101.575434031545,1
Sunday,8,CANCELLED_BY_PASSENGER,2.9644668101.6130719,1
Sunday,5,CANCELLED_BY_PASSENGER,2.8255225101.7131182,1
Sunday,12,CANCELLED_BY_PASSENGER,2.984868101.6756336,1
Sunday,7,NO_TAKER,3.0983206101.80507,1
Sunday,18,CANCELLED_BY_PASSENGER,2.8328524101.7076325,1
Sunday,7,CANCELLED_BY_PASSENGER,2.9508136101.8099655,1
Sunday,11,NO_TAKER,2.9420635101.5224926,1
Sunday,20,NO_TAKER,3.00036457810796101.596833629533,1
Sunday,18,CANCELLED_BY_PASSENGER,2.9797249101.8858584,1
Sunday,11,CANCELLED_BY_PASSENGER,3.0797806101.6061895,1
Sunday,18,CANCELLED_BY_PASSENGER,3.0749076101.6121146,1
Sunday,22,CANCELLED_BY_PASSENGER,3.2346017101.6618783,1
Sunday,18,CANCELLED_BY_PASSENGER,3.0147062101.4360625,1
Sunday,12,CANCELLED_BY_PASSENGER,3.1611619101.7557563,1
Tuesday,8,CANCELLED_BY_PASSENGER,3.0319601101.5705059,1
Tuesday,11,CANCELLED_BY_PASSENGER,3.109155101.7549241,1
Tuesday,17,CANCELLED_BY_PASSENGER,3.0988708101.610046,1
Tuesday,7,CANCELLED_BY_PASSENGER,2.9915955101.7067992,1
Tuesday,12,CANCELLED_BY_PASSENGER,2.9294753101.6348002,1
Tuesday,10,CANCELLED_BY_PASSENGER,3.1318079101.7724714,1
Tuesday,22,NO_TAKER,3.0737861101.7628186,1
Tuesday,5,CANCELLED_BY_PASSENGER,3.136936101.7544075,1
Tuesday,5,NO_TAKER,3.136936101.7544075,1
Tuesday,8,CANCELLED_BY_PASSENGER,2.7346882298446116101.72210231423378,1
Tuesday,11,CANCELLED_BY_PASSENGER,3.1512586101.7563937,1
Tuesday,6,CANCELLED_BY_PASSENGER,3.2250487101.5545284,1
Tuesday,9,CANCELLED_BY_PASSENGER,2.994158101.638003,1
Tuesday,15,CANCELLED_BY_PASSENGER,2.9232802101.6340199,1
Tuesday,13,NO_TAKER,2.9335095101.6303389,1
Tuesday,14,NO_TAKER,2.9242745101.6329456,1
Tuesday,18,NO_TAKER,2.9232802101.6340199,1
Tuesday,1,NO_TAKER,3.0133434101.8161167,1
Tuesday,6,CANCELLED_BY_PASSENGER,2.993244100000001101.6761168,1
Tuesday,14,NO_TAKER,2.9244238101.8042361,1
Tuesday,8,CANCELLED_BY_PASSENGER,2.9967036101.6720419,1
Tuesday,17,CANCELLED_BY_PASSENGER,3.114505101.5720019,1
Tuesday,17,CANCELLED_BY_PASSENGER,3.0931627101.6297157,1
Tuesday,19,CANCELLED_BY_PASSENGER,2.9290643101.6405899,1
Tuesday,10,NO_TAKER,3.1190764101.4414735,1
Tuesday,7,CANCELLED_BY_PASSENGER,3.1728279101.6046118,1
Tuesday,22,NO_TAKER,3.04559404638149101.618690785157,1
Tuesday,7,CANCELLED_BY_PASSENGER,3.0569444101.6219444,1
Tuesday,12,CANCELLED_BY_PASSENGER,3.08156257187484101.585104761734,1
Tuesday,2,CANCELLED_BY_DRIVER,2.745312101.684867,1
Tuesday,7,CANCELLED_BY_PASSENGER,2.9254866101.638199,1
Monday,15,CANCELLED_BY_PASSENGER,3.0732742078838089101.60758137702942,1
Monday,7,CANCELLED_BY_PASSENGER,3.023429525078166101.71609164382018,1
Monday,6,NO_TAKER,3.0475183101.5040803,1
Monday,6,CANCELLED_BY_PASSENGER,3.1202331101.5952483,1
Monday,6,CANCELLED_BY_PASSENGER,3.1599602101.5422963,1
Monday,15,CANCELLED_BY_PASSENGER,3.0781828101.6109834,1
Monday,7,CANCELLED_BY_PASSENGER,3.1383159101.7530802,1
Monday,8,NO_DRIVER_AVAILABLE,3.0270344101.5679271,1
Monday,2,CANCELLED_BY_PASSENGER,3.1683304101.5334854,1
Monday,8,NO_TAKER,2.9257158101.6439649,1
Monday,21,CANCELLED_BY_PASSENGER,2.9278347101.6430454,1
Monday,16,CANCELLED_BY_PASSENGER,2.9231128101.7552621,1
Monday,7,NO_TAKER,2.9947416101.6702926,1
Wednesday,13,CANCELLED_BY_PASSENGER,2.9790045101.7376545,1
Wednesday,0,CANCELLED_BY_PASSENGER,3.080213101.606447,1
Wednesday,22,CANCELLED_BY_PASSENGER,3.02384680597365101.572246380571,1
Wednesday,11,CANCELLED_BY_PASSENGER,2.8255225101.7131182,1
Wednesday,8,CANCELLED_BY_PASSENGER,3.1442666101.7528776,1
Wednesday,17,CANCELLED_BY_PASSENGER,3.0346157101.7632043,1
Wednesday,22,CANCELLED_BY_PASSENGER,3.04603764374016101.618788839851,1
Wednesday,23,CANCELLED_BY_PASSENGER,2.8234864101.6924934,1
Wednesday,9,NO_TAKER,3.0726997101.75863,1
Wednesday,23,NO_TAKER,3.0285659101.7074588,1
Wednesday,22,NO_TAKER,3.0731035101.6092377,1
Wednesday,23,NO_TAKER,2.99980597846946101.596408148134,1
Wednesday,8,NO_TAKER,3.151663101.5772067,1
Wednesday,11,NO_TAKER,3.0393258101.7853778,1
Wednesday,0,NO_TAKER,3.0469584101.5041661,1
Wednesday,13,NO_TAKER,3.23784167723524101.681466837467,1
Wednesday,10,NO_TAKER,3.0679817101.6463266,1
Saturday,20,CANCELLED_BY_PASSENGER,3.0258111101.6190723,1
Saturday,8,NO_TAKER,3.2325196101.7157308,1
Saturday,11,CANCELLED_BY_PASSENGER,2.9034711101.6411097,1
Saturday,8,CANCELLED_BY_PASSENGER,3.0795981101.6253242,1
Saturday,9,NO_TAKER,3.1618552101.747853,1
Saturday,12,CANCELLED_BY_PASSENGER,3.1396223101.5064909,1
Saturday,3,CANCELLED_BY_PASSENGER,3.0496847101.62671,1
Saturday,7,CANCELLED_BY_PASSENGER,2.9252701101.6369127,1
Saturday,20,NO_TAKER,3.0583317101.5964305,1
Saturday,18,NO_TAKER,3.1300026101.7474443,1
Saturday,13,CANCELLED_BY_PASSENGER,3.2435186101.6794382,1
Thursday,9,CANCELLED_BY_DRIVER,3.1333373101.7597918,1
Thursday,16,CANCELLED_BY_DRIVER,3.0658913101.609535,1
Thursday,8,CANCELLED_BY_PASSENGER,3.2159791101.6154832,1
Thursday,5,CANCELLED_BY_PASSENGER,2.9225119101.6396278,1
Thursday,22,CANCELLED_BY_PASSENGER,3.14947114978916101.593438929816,1
Thursday,20,CANCELLED_BY_PASSENGER,3.0653708101.6084673,1
Thursday,8,CANCELLED_BY_PASSENGER,2.9864882101.8054965,1
Thursday,19,CANCELLED_BY_PASSENGER,3.1336019101.753506,1
Thursday,13,CANCELLED_BY_PASSENGER,3.0770835101.5890163,1
Thursday,7,CANCELLED_BY_PASSENGER,3.1492169101.7744132,1
Thursday,18,CANCELLED_BY_PASSENGER,3.20656953297129101.580434139847,1
Thursday,14,CANCELLED_BY_PASSENGER,3.1149139101.7602819,1
Thursday,17,CANCELLED_BY_PASSENGER,3.3153534101.5355306,1
Thursday,12,CANCELLED_BY_PASSENGER,3.1483588101.5771554,1
Thursday,15,CANCELLED_BY_PASSENGER,2.9926333101.6700154,1
Thursday,10,CANCELLED_BY_PASSENGER,3.2181226101.6596545,1
Thursday,23,CANCELLED_BY_PASSENGER,2.9980831101.801993,1
Thursday,21,CANCELLED_BY_PASSENGER,3.0715201101.6053086,1
Thursday,16,CANCELLED_BY_PASSENGER,3.1571361101.5713359,1
Thursday,17,CANCELLED_BY_PASSENGER,3.1483588101.5771554,1
Thursday,22,CANCELLED_BY_PASSENGER,2.9243564101.6329105,1
Thursday,18,CANCELLED_BY_PASSENGER,2.7422764101.6873137,1
Thursday,8,CANCELLED_BY_PASSENGER,2.9194375101.6413729,1
Thursday,18,CANCELLED_BY_PASSENGER,2.9243564101.6329105,2
Thursday,17,CANCELLED_BY_PASSENGER,2.755846101.705367,1
Thursday,17,CANCELLED_BY_PASSENGER,3.0539636101.5957196,1
Thursday,20,CANCELLED_BY_PASSENGER,3.154337101.7490632,1
Thursday,20,CANCELLED_BY_PASSENGER,3.072735101.609228,1
Thursday,8,CANCELLED_BY_PASSENGER,3.072809101.615806,1
Thursday,19,CANCELLED_BY_PASSENGER,3.195516101.5956607,1
Thursday,8,CANCELLED_BY_PASSENGER,3.146658101.5984142,1
Thursday,18,CANCELLED_BY_PASSENGER,3.1636483101.6076785,1
Thursday,14,CANCELLED_BY_PASSENGER,3.23752885270383101.68086285916,1
Thursday,17,NO_DRIVER_AVAILABLE,3.1083177101.542761,1
Thursday,18,NO_TAKER,3.1996636641807004101.5925274986227,1
Thursday,16,NO_TAKER,3.1079525101.5958656,1
Thursday,9,NO_TAKER,3.0427894101.5974296,1
Thursday,22,NO_TAKER,2.9691394101.7160239,1
Thursday,13,NO_TAKER,3.064994915500836101.6168835140506,1
Thursday,19,NO_TAKER,2.9188044101.6374226,1
Thursday,6,NO_TAKER,2.9221256101.6351008,1
Thursday,9,NO_TAKER,2.9240358101.636143,3
Thursday,17,NO_TAKER,2.9251688101.6439336,2
Thursday,13,NO_TAKER,2.9308597101.6374144,2
Thursday,19,NO_TAKER,3.0543105101.5947412,1
Thursday,14,NO_TAKER,2.933997101.6312613,2
Thursday,10,NO_TAKER,3.1591748101.7471256,1
Thursday,7,NO_TAKER,3.0584017101.6035571,1
Thursday,14,NO_TAKER,3.0429251101.645113,1
Thursday,16,NO_TAKER,3.20455101.607765,1
Thursday,14,NO_TAKER,3.1458146101.7650763,1
Thursday,11,NO_TAKER,3.0193934101.6780638,1
Thursday,9,CANCELLED_BY_PASSENGER,2.9196975101.6370896,1
Thursday,6,NO_TAKER,2.9232702101.6372892,1
Thursday,18,NO_TAKER,3.0432026101.6200899,1
Thursday,20,NO_TAKER,3.0710166101.6231294,1
Thursday,19,CANCELLED_BY_PASSENGER,3.04796930976786101.620735092575,1
Thursday,9,CANCELLED_BY_PASSENGER,3.1093524101.5876318,1
Thursday,7,CANCELLED_BY_PASSENGER,3.131021101.7583848,1
Thursday,8,NO_TAKER,2.9254349101.6367336,1
Thursday,7,NO_TAKER,3.1080212101.5930495,1
Thursday,19,NO_TAKER,3.0482005272430519101.59038037061693,1
Thursday,16,NO_TAKER,3.0633161101.6090043,2
Thursday,15,CANCELLED_BY_PASSENGER,2.95036101.65692,1
Thursday,13,CANCELLED_BY_PASSENGER,3.2123176101.7794882,1
Thursday,0,CANCELLED_BY_PASSENGER,3.0895773101.4505752,1
Thursday,18,NO_TAKER,3.0922864101.7616704,1
Thursday,7,CANCELLED_BY_PASSENGER,3.0791424101.6129999,1
Thursday,7,NO_TAKER,2.9037906101.6426376,1
Thursday,11,CANCELLED_BY_PASSENGER,2.952037101.576368,1
Thursday,16,CANCELLED_BY_PASSENGER,2.9623321101.805692,1
Thursday,7,NO_TAKER,2.9242155101.6342755,1
Thursday,7,CANCELLED_BY_PASSENGER,2.9036674101.6432796,1
Thursday,9,CANCELLED_BY_PASSENGER,3.0721503101.4911182,1
Thursday,17,NO_TAKER,3.05253795132953101.492822185344,1
Thursday,5,NO_TAKER,3.0887724101.6224879,1
Thursday,18,CANCELLED_BY_PASSENGER,3.0243001101.6211017,1
Thursday,13,CANCELLED_BY_PASSENGER,2.9960892101.6754603,1
Thursday,9,CANCELLED_BY_PASSENGER,3.0560396498020155101.52559040060648,1
Thursday,7,CANCELLED_BY_PASSENGER,2.9802984101.6594191,1
Thursday,19,CANCELLED_BY_PASSENGER,3.0404397101.6325975,1
Thursday,7,CANCELLED_BY_PASSENGER,2.9800017101.6617436,1
Thursday,6,CANCELLED_BY_PASSENGER,3.0710166101.6231294,1
Thursday,13,NO_TAKER,3.2423061101.6462759,1
Thursday,9,CANCELLED_BY_PASSENGER,3.036548101.592527,1
Thursday,7,CANCELLED_BY_PASSENGER,3.0801516101.5537735,1
Thursday,7,NO_TAKER,3.0801516101.5537735,1
Thursday,13,CANCELLED_BY_PASSENGER,3.0488305101.7732033,1
Thursday,5,NO_DRIVER_AVAILABLE,3.1300212101.4595621,1
Sunday,17,NO_TAKER,2.9188241101.6363733,1
Sunday,18,CANCELLED_BY_PASSENGER,3.209134101.5637006,1
Sunday,13,NO_DRIVER_AVAILABLE,3.1830789101.7662377,1
Sunday,7,NO_TAKER,2.9972083101.4723683,1
Sunday,2,NO_TAKER,3.0204675101.7008886,1
Sunday,20,CANCELLED_BY_PASSENGER,3.0037486101.8274136,1
Sunday,13,NO_TAKER,3.2506473101.7189279,1
Sunday,20,CANCELLED_BY_PASSENGER,2.9921159101.7902373,1
Sunday,21,CANCELLED_BY_PASSENGER,3.0186626101.6912785,1
